医院,姓名,科室,评分,擅长,简介
复旦大学附属中山医院,陆浩,心血管内科,4.1,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,马剑英,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,潘文志,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,戎卫海,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,沈雳,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,舒先红,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,宿燕岗,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,童步高,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,王齐兵,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,王蔚,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,吴鸿谊,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,颜彦,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,杨昌生,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,姚康,心血管内科,4.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,张峰,心血管内科,4.9,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,张书宁,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,周达新,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,周京敏,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,朱文青,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,邹云增,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
复旦大学附属中山医院,丁文军,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,过常发,心血管外科,4.2,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,季强,心血管外科,4.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,孙晓宁,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,王春生,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,魏来,心血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,赵东,心血管外科,4.9,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,范隆华,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,符伟国,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,高斌,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,司逸,血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,王利新,血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,徐欣,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
复旦大学附属中山医院,屠国伟,重症监护室,3.5,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
上海交通大学医学院附属第九人民医院,王珮华,鼻科,3.5,鼻炎、鼻窦炎、鼻息肉,主任医师，鼻科专科，在鼻科疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,季天海,病理科,3.5,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。
上海交通大学医学院附属第九人民医院,张晓英,儿科,3.4,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
上海交通大学医学院附属第九人民医院,吴皓,耳鼻喉,3.8,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,许洁,感染内科,3.3,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,熊维宁,呼吸与危重症医学科,3.6,慢性阻塞性肺疾病、哮喘、肺炎,主任医师，呼吸内科专科，在呼吸系统疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,徐兵,急诊科,3.3,急危重症抢救、心肺复苏、急性中毒,主任医师，急诊科专科，在急危重症救治方面有丰富经验。
上海交通大学医学院附属第九人民医院,施琳俊,口腔粘膜科,4.0,口腔粘膜科常见病、多发病诊治,主任医师，口腔粘膜科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,周海文,口腔粘膜科,4.2,口腔粘膜科常见病、多发病诊治,主任医师，口腔粘膜科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,姜虹,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
上海交通大学医学院附属第九人民医院,徐辉,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
上海交通大学医学院附属第九人民医院,赵福涛,免疫科,3.5,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,乔洁,内分泌科,3.6,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,杜勤,普通内科,3.4,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,谢挺,烧伤科,3.5,烧伤科常见病、多发病诊治,主任医师，烧伤科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,刘建仁,神经内科,3.6,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,李轶,神经外科,3.9,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
上海交通大学医学院附属第九人民医院,丁峰,肾病内科,3.7,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,马柯,疼痛科,3.7,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,刘海林,消化内科,3.6,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,王长谦,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
上海交通大学医学院附属第九人民医院,蒋米尔,血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,刘光,血管外科,3.9,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,陆信武,血管外科,3.8,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,王瑞华,血管外科,4.3,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
上海交通大学医学院附属第九人民医院,陈振琦,正畸科,3.8,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
上海交通大学医学院附属第九人民医院,房兵,正畸科,3.9,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
上海交通大学医学院附属第九人民医院,江凌勇,正畸科,3.9,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
上海交通大学医学院附属第九人民医院,刘加强,正畸科,4.1,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
